Year,Month,Day of Week,Day of Month,Season,Day of Season,Sign,Day of Sign,Name of Holiday
2022,November,Wednesday,23,Midautumn,23,Sagitarius,1,
2022,November,Thursday,24,Midautumn,24,Sagitarius,2,Thanksgiving Day
2022,November,Friday,25,Midautumn,25,Sagitarius,3,Native American Heritage Day
2022,November,Saturday,26,Midautumn,26,Sagitarius,4,
2022,November,Sunday,27,Midautumn,27,Sagitarius,5,
2022,November,Monday,28,Midautumn,28,Sagitarius,6,
2022,November,Tuesday,29,Midautumn,29,Sagitarius,7,
2022,November,Wednesday,30,Midautumn,30,Sagitarius,8,
2022,December,Thursday,1,Midautumn,31,Sagitarius,9,
2022,December,Friday,2,Midautumn,32,Sagitarius,10,
2022,December,Saturday,3,Midautumn,33,Sagitarius,11,
2022,December,Sunday,4,Midautumn,34,Sagitarius,12,
2022,December,Monday,5,Midautumn,35,Sagitarius,13,
2022,December,Tuesday,6,Midautumn,36,Sagitarius,14,Feast of St. Nicholaus
2022,December,Wednesday,7,Midautumn,37,Sagitarius,15,
2022,December,Thursday,8,Midautumn,38,Sagitarius,16,
2022,December,Friday,9,Midautumn,39,Sagitarius,17,
2022,December,Saturday,10,Midautumn,40,Sagitarius,18,
2022,December,Sunday,11,Midautumn,41,Sagitarius,19,
2022,December,Monday,12,Midautumn,42,Sagitarius,20,
2022,December,Tuesday,13,Midautumn,43,Sagitarius,21,
2022,December,Wednesday,14,Midautumn,44,Sagitarius,22,
2022,December,Thursday,15,Midautumn,45,Sagitarius,23,
2022,December,Friday,16,Midautumn,46,Sagitarius,24,
2022,December,Saturday,17,Midautumn,47,Sagitarius,25,
2022,December,Sunday,18,Midautumn,48,Sagitarius,26,
2022,December,Monday,19,Midautumn,49,Sagitarius,27,
2022,December,Tuesday,20,Midautumn,50,Sagitarius,28,
2022,December,Wednesday,21,Midwinter,1,Capricorn,1,Yule
2022,December,Thursday,22,Midwinter,2,Capricorn,2,
2022,December,Friday,23,Midwinter,3,Capricorn,3,
2022,December,Saturday,24,Midwinter,4,Capricorn,4,Christmas Eve
2022,December,Sunday,25,Midwinter,5,Capricorn,5,Christmas Day
2022,December,Monday,26,Midwinter,6,Capricorn,6,Feast of St. Stephen
2022,December,Tuesday,27,Midwinter,7,Capricorn,7,
2022,December,Wednesday,28,Midwinter,8,Capricorn,8,
2022,December,Thursday,29,Midwinter,9,Capricorn,9,
2022,December,Friday,30,Midwinter,10,Capricorn,10,
2022,December,Saturday,31,Midwinter,11,Capricorn,11,New Year's Eve
